TPID,Customer Name,AE Covered,SubSegment,Subsidiary,Sales Territory,Vertical,Vertical Category,AE,Azure Motion,Azure Core Specialist,App Inno,Azure D&AI Specialist,Biz Apps Specialist,Low Code Motion,Low Code Specialist,Modern Work Motion,Modern Work Specialist,Security Specialist,Surface Specialist
51144744,Flintfox International Limited,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.A.111,Other Professional Services,Commercial Contractual,,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
50779221,americanautoshield.com,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Other - Unsegmented,Other - Unsegmented,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
50392447,USA Millwork,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Real Estate,Specialty Trade Contractors,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
50219480,greatheartsaz.org,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Other - Unsegmented,Other - Unsegmented,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
49939907,HCC ITO VPN,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Other - Unsegmented,Other - Unsegmented,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
4940619,AA FEDERAL CREDIT UNION,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Banking,Credit Unions,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
48304480,"Jva, Inc.",SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Other Professional Services,Structural Engineering Svcs,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
48120296,"Sparkcognition, Inc.",SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,"At scale SW, data & platforms","At scale SW, data & platforms",PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Acq MW,ADSCHWIC,,DAPATTER
4791720,ENDEAVOR ENERGY RESOURCES,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Oil & Gas,Oil & Gas,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
4764978,ENVIANCE INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,"At scale SW, data & platforms","At scale SW, data & platforms",ERJAME,SMC Grow Azure,"MICHELLEKING, GEPAULDI",ERHALDAN,BRIANJISHI,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,APAULHUS,JASONALV
47605688,"SUMMIT UTILITIES, INC",SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Power & Utilities,Power & Utilities,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
46979669,TRANSWORLD SYSTEMS,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Capital Markets,Investment Banking,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
46909971,sullivaninterests.com,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Real Estate,Construction of Buildings,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow MW,KITUNNEY,,DAPATTER
45994520,THRIVE PET HEALTHCARE,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Health Provider,Svcs Not Elsewhere Classified,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
44784868,INFORMATION TECHNOLOGY PARTNERS,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Other Professional Services,Commercial Contractual,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
4457649,PETROHUNT,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Power & Utilities,Power & Utilities,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
4443985,FREESE AND NICHOLS INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Other Professional Services,Structural Engineering Svcs,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
43439480,Acuity EyeCare Holdings LLC,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,Other - Unsegmented,Other - Unsegmented,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
4326849,H ROSEN USA INC,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Other Professional Services,Commercial Contractual,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
43038679,A.Y. McDonald Mfg. Co.,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Power & Utilities,Power & Utilities,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
42914724,"Harkins Administrative Services, In c.",SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,IT Services & Business Advisory,Accounting & Tax Services,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Acq MW,ALHOPKIN,,JASONALV
4250419,INLAND KENWORTH US INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Transport & Logistics,Transport Support Activities,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
42415831,"BroadPath, Inc",SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Other Professional Services,Commercial Contractual,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
42337672,Fusion 1205,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Other - Unsegmented,Other - Unsegmented,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
4211214,RADNET INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Health Provider,Private Physicians Practices,ERJAME,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
42087566,"Select Portfolio Servicing, Inc.",SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Banking,Commercial Banking,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Acq MW,ALHOPKIN,,JASONALV
42039746,Lexitas,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,IT Services & Business Advisory,Managed IT Services,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow MW,KITUNNEY,,DAPATTER
4196258,Willdan,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Other Professional Services,Structural Engineering Svcs,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow MW,BMERVIN,,JASONALV
4140269,ARENA ENERGY,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,Oil & Gas,Oil & Gas,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
41206302,CallReliant,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Other - Unsegmented,Other - Unsegmented,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
4108309,"SILICON LABORATORIES, INC.",SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Discrete Manufacturing,Semicond&Elec Component Mfg,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
41075619,EquiTrust Life Insurance Company,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Insurance,Direct Life Insurance Carriers,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
4090840,SDCCU,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Banking,Credit Unions,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
40805693,CAMPOS TEST,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Other Professional Services,Commercial Contractual,,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
40718796,Improving,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Other - Unsegmented,Other - Unsegmented,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
40268685,"Speedcast Americas, Inc",SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Telecommunications,Comms Service Provider,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
39346629,"CAVCO INDUSTRIES, INC",SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Real Estate,Construction of Buildings,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
39197784,"KPC Global Management, LLC",SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Health Provider,Hospitals,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Acq MW,ALHOPKIN,,JASONALV
38584971,"BROADMOOR HOTEL, INC.",SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Hospitality,"Hotel, Motel & Casino",,SMC Acq Azure,ZAJOHNS,,,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
38372120,Agilon Health,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Health Provider,Hospitals,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow MW,KITUNNEY,,DAPATTER
3747761,ROBBINS GELLER RUDMAN & DOWD LLP,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Other Professional Services,Legal,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
37434578,Cadence Senior Living,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Other - Unsegmented,Other - Unsegmented,,SMC Grow Azure,"MICHELLEKING, KEVCARTER",ERHALDAN,BRIANJISHI,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
37253421,"L.A.R.K. Industries, Inc.",SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Other Professional Services,Commercial Contractual,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
36702222,Safe Harbor Marinas,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,IT Services & Business Advisory,Managed IT Services,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
36669875,LENSLOCK.COM,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Other - Unsegmented,Other - Unsegmented,,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
36429198,Black Pearl Mail,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,Other Professional Services,Commercial Contractual,,SMC Grow Azure,"MICHELLEKING, KEVCARTER",ERHALDAN,BRIANJISHI,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
3615103,LENDERLIVE NETWORK INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Capital Markets,Securities Brokerage,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow MW,BMERVIN,,JASONALV
36066389,CSI COMPRESSCO LP,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Oil & Gas,Oil & Gas,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
34780296,Tellurian Services LLC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Mining,Mining,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
34592294,Seaspine Orthopedics Corporation,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Health Provider,Health Services & Aged Care,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow MW,BMERVIN,,JASONALV
3456491,ALL IN 1,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Discrete Manufacturing,Industrial Equipment&Machinery,ERJAME,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
3434581,Hunting Energy Services L.P.,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
3412037,CATHAY BANK,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Banking,Commercial Banking,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
3390649,COMMUNITY ACTION CORP OF SOUTH TX,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Nonprofit & IGO,Member Organizations,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
33480343,VERITEX BANK,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Banking,Commercial Banking,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
33336287,ALBIREO ENERGY,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Other Professional Services,Commercial Contractual,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
32731635,Cognitive Scale,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,"At scale SW, data & platforms","At scale SW, data & platforms",CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Acq MW,ADSCHWIC,,DAPATTER
31856879,Dogtopia,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,AgriBusiness,Agriculture& Agricultural Svcs,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
31746027,EMERALD HEALTH SERVICES,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Other Professional Services,Staffing Services,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
31456645,Manhattan Life Insurance,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Insurance,Direct Life Insurance Carriers,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
31106364,Revere Health,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Health Provider,Health Services & Aged Care,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
30641152,Innovex,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow MW,KITUNNEY,,DAPATTER
3018607,CHENIERE ENERGY INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
30178773,CJ Holding Co.,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Mining,Mining,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
30050272,Lucas Horsfall,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,IT Services & Business Advisory,Accounting & Tax Services,,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
2910323,ENCORE ELECTRIC INC,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,Real Estate,Construction of Buildings,,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
2904832,HUDSON ADVISORS LLC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Capital Markets,Investment Banking,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
2897506,SARES REGIS GROUP,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Real Estate,Property Development,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
2857071,JB POINDEXTER & CO INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Discrete Manufacturing,Industrial Equipment&Machinery,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow MW,KITUNNEY,,DAPATTER
2829673,LEWIS BRISBOIS BISGAARD & SMITH LLP,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Other Professional Services,Legal,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
2803548,PARK PLACE MOTORS,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Automotive & Mobility,Vehicle Dealers & Repair,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow MW,KITUNNEY,,DAPATTER
2735166,Navy Army Community Credit Union,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Banking,Credit Unions,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
2638191,BDS,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Media & Entertainment,Ad Agencies & Ad Sales/Service,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
26278476,APEX CLEARING CORP.,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,"At scale SW, data & platforms","At scale SW, data & platforms",PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
26159556,Hyperloop Technologies,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Transport & Logistics,Transport Support Activities,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
2589857,ALLIED PILOTS ASSOCIATION,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,Nonprofit & IGO,Member Organizations,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
2581461,G E JOHNSON CONSTRUCTION CO,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,Real Estate,Construction of Buildings,,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
2578467,EXCO RESOURCES INC,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,Oil & Gas,Oil & Gas,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
2570533,HMC Architects,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Other Professional Services,Architectural Services,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
2537569,"Cartesian, Inc.",SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,IT Services & Business Advisory,Managed IT Services,,SMC Grow Azure,"MICHELLEKING, KEVCARTER",ERHALDAN,BRIANJISHI,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
25213202,COVENANT RISK MANAGEMENT,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.111,IT Services & Business Advisory,Managed IT Services,,SMC Grow Azure,"MICHELLEKING, KEVCARTER",ERHALDAN,BRIANJISHI,DEREKGOH,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
24882498,Monarch Investments and Management Group,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.A.111,Other - Unsegmented,Other - Unsegmented,,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
2488001,North American Co Life Health Ins,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Insurance,Direct Life Insurance Carriers,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
24792015,GoFormz,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,"At scale SW, data & platforms","At scale SW, data & platforms",ERJAME,SMC Grow Azure,"MICHELLEKING, GEPAULDI",ERHALDAN,BRIANJISHI,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
24411782,American Midstream Partners,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,Oil & Gas,Oil & Gas,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
